Status,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260
CD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1937,0,392,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
CD,115,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0,51,0,1,325,0,0,12,0,1,0,0,0,0,0,1011,3,84,0,0,8,3,6,0,0,0,0,0,1,0,791,0,0,0,0,1,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78,1015,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,46,54,0,0,1,38,0,1,939,183,285,0,110,33,1045,319,3,0,0,0,0,394,0,0,0,0,0,0,954,580,0,0,0,0,0,66,0,0,1770,18,0,1,6,19,1,717,0,1494,18,1057,0,502,0,21,2927,323,96,86,0,0,4,2,0,0,52,0,1,0,0,0,39,0,0,0,0,0,438,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,91
CD,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,247,0,0,401,0,15,8,6,0,3,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonIBD,329,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,18,0,0,84,0,0,21,0,3,0,0,0,0,0,228,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,1,0,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,15,353,5,82,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,15,2,0,0,1,3,0,0,529,61,1049,0,31,5,383,473,3,0,0,0,0,185,0,0,0,0,0,0,1902,472,0,0,0,0,1,20,0,0,316,2,0,0,0,53,1,94,0,334,2,267,0,3,1,8,1999,1,38,674,0,0,38,11,0,0,4,1,0,40,0,0,11,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonIBD,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,450,42,149,0,226,1,0,30,0,0,2,0,0,15,0,0,0,0,0,0,25,252,0,0,0,0,0,6,0,0,5,0,0,0,0,5,0,1,0,20,3,2,0,0,0,0,0,0,6,1,0,0,0,109,65,0,19,2,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1754,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,3,86,0,0,2,0,0,0,0,0,3,78,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,218,878,0,272,0,6,1355,0,0,0,0,0,2058,0,0,0,0,0,0,400,639,0,0,0,0,0,36,0,0,214,0,0,0,0,47,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2857,0,277,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,50,1,692,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,7,1786,0,0,450,0,288,0,0,0,12,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nonIBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,15,0,0,161,0,0,5,0,1,0,0,0,0,0,1262,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,34,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,86,0,0,673,27,733,0,416,35,187,261,0,0,0,2,0,244,0,0,0,0,0,0,807,380,0,0,0,0,0,40,0,0,179,13,0,0,1,78,0,158,1,2276,7,361,0,38,0,13,28,2,25,353,0,0,15,35,0,0,21,3,0,0,0,0,0,0,0,0,0,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45
CD,0,0,0,0,10,58,0,4,0,0,0,0,0,0,3,0,0,0,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,12,1188,2,0,527,0,25,0,0,0,3,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,28,0,9,0,62,0,34,0,0,0,0,0,0,57,0,116,26,0,3,2555,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,24,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1353,0,0,0,1,2,0,0,72,0,0,1,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,4,0,0,0,0,0,3,10,1,0,0,0,0,0,0,0,0,0,183,0,0,5,0,1419,0,0,0,0,0,1,0,0,3,0,0,0,0,10,0,0,0,7,0,0,17,1023,1672,0,21,2,0,1023,0,7,0,0,0,289,0,0,0,1,0,0,0,35,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,29,0,2,20,0,0,0,0,0,0,0,0,0,0,1,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,2,0,0,0,0,0,0,106,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,544,0,154,0,1,326,0,0,0,0,0,581,0,0,0,0,0,0,163,5,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,148,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,802,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,29,0,1,0,64,0,0,0,0,0,0,19,0,0,0,0,0,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,1,0,8,0,0,3,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,39,0,7,0,0,0,0,0,62,0,0,0,0,0,25,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,280,0,1,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0,221,91,1241,0,521,0,0,1,0,0,0,0,0,713,0,0,0,2,0,0,2,11,0,0,0,0,0,23,0,0,7,0,0,0,2,1,0,0,0,78,0,0,0,0,0,0,1,0,4,0,0,0,0,153,0,0,156,13,4,12,0,0,0,0,0,0,0,0,894,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,641
CD,139,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,182,0,0,0,1,0,0,20,0,0,0,5546,521,11,272,0,145,68,140,0,0,0,0,0,690,6,737,0,0,0,0,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1106,0,0,3,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,2,0,0,784,0,243,0,558,1031,269,244,19,0,0,0,0,142,0,0,0,0,0,11,187,463,0,0,0,0,0,0,0,0,1876,7,0,4,4,10,0,58,0,2964,26,79,0,254,0,8,239,325,62,186,0,0,15,4,0,0,23,25,0,0,0,0,0,52,0,38,0,0,1118,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,17,151,0,0,0,0,0,109,245,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,1,0,6,0,0,0,6,3,15,0,0,0,0,0,0,0,0,93,0,0,0,0
CD,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,9,1,0,0,63,0,7,0,0,0,0,0,983,4,0,0,0,0,2,2,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,43,0,43,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,2,0,0,2704,85,855,0,384,12,533,74,0,0,0,0,0,505,3,0,0,0,0,0,841,605,0,0,0,0,1,60,0,0,378,0,0,0,1,106,2,25,0,2529,18,735,0,15,6,6,66,0,13,0,0,0,0,81,1,0,31,7,3,0,0,0,0,0,0,0,0,0,855,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,40,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,20,0,1,1,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,78,2,71,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,32,45,120,0,48,0,79,169,0,0,0,0,0,71,0,0,0,0,0,0,642,144,0,0,0,0,0,41,0,0,302,1,0,0,0,1,0,19,0,244,0,0,0,1,0,6,15,10,11,23,0,0,1,32,0,0,180,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,32,0,0,0,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,3,66,2,56,0,1,1,0,0,0,0,0,8,0,0,7,7,0,0,0,0,0,0,0,30,0,0,28,4,533,0,54,6,0,25,2,0,0,0,0,177,0,0,0,0,0,7,24,36,0,0,0,2,0,45,0,0,97,0,0,0,0,11,0,21,0,538,10,425,0,3,0,0,235,0,96,40,0,0,0,10,11,0,9,1,0,15,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,764,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,162,0,25,0,1,0,0,0,132,0,4,0,0,0,1,0,4480,0,1302,251,0,0,398,0,0,0,0,1,0,12,0,1475,0,0,0,0,0,193,0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,80,0,0,0,0,0,14,1459,5,424,0,16,74,0,0,0,0,0,0,0,0,0,0,0,22,4,1,2,0,0,39,0,0,585,77,1453,0,344,27,546,1162,0,0,0,0,0,642,0,0,0,0,0,0,2212,1012,0,0,0,0,0,22,2,0,2716,101,0,3,10,39,1,722,0,4263,28,2374,0,128,0,13,806,68,19,33,0,0,0,383,32,0,348,10,0,0,0,0,0,0,0,0,0,0,2544,0,1,0,0,72,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,66,10,0,0,0,0,2,96,0,0,0,0,0,0,0,0,65,1,10,5,589,1,125,0,0,0,2,0,0,236,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,179
CD,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,4,0,0,0,40,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,0,0,3,0,5,0,0,0,0,223,0,15,0,0,235,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,8,0,0,0,464,26,1499,1,947,0,221,4,0,0,0,0,0,155,0,0,0,0,0,0,649,460,0,0,0,0,0,58,0,0,400,0,0,1,0,8,1,7,0,84,82,0,0,0,0,1,252,0,152,49,0,0,0,249,20,0,138,0,0,0,0,0,0,0,3,0,0,0,586,0,24,0,0,20,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,44,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
CD,0,0,0,0,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,4,2,0,0,0,0,2,0,0,0,0,0,0,0,2,948,8,0,190,0,1,1,0,0,3,1021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,30,0,373,0,0,0,0,0,0,533,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,221,2,1,0,0,154,0,0,5,0,0,0,0,0,0,0,433,0,16,0,0,1,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,121,0,0,0,0,0,3,242,0,48,0,2,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,662,164,479,0,20,8,146,262,6,0,0,0,0,248,1,0,0,1,0,0,162,172,0,0,0,0,2,211,0,0,236,2,0,0,0,115,0,2,0,2903,16,0,0,5,0,0,0,2,1,323,0,0,13,12,0,0,0,8,0,19,0,0,0,0,0,0,0,0,1190,0,0,14,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,4,0,0,42,0,0,1,0,0,0,0,0,0,0,84,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,29,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,399,32,571,0,109,5,74,20,0,0,0,0,0,128,0,0,0,0,0,0,637,16,0,0,0,0,0,152,0,0,187,3,0,0,0,20,0,35,0,468,7,0,0,2,0,4,179,0,9,98,0,0,5,15,0,0,8,3,1,4,0,0,0,0,0,0,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CD,76,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,33,0,0,134,0,0,1,9,0,0,0,0,0,0,5573,0,270,33,0,98,71,422,0,5,0,276,0,0,0,938,0,0,0,0,0,413,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,25,5,241,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,592,25,704,0,159,180,308,649,1,0,0,0,0,291,0,0,0,0,0,1,1019,168,0,0,0,0,1,78,0,0,1494,15,0,1,1,121,0,132,0,3472,23,504,1,85,0,6,1641,14,5,616,0,0,44,19,0,0,61,4,1,0,0,0,100,0,0,0,0,0,780,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,58,0,0,0,0,1,47,0,0,0,0,0,0,0,0,2,0,158,0,1,0,103,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,1,0,9,0,24,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,91,0,1,0,0,0,0,0,0,0,0,0,0,0,73,0,0,7,16,0,1010,0,0,4,0,0,0,298,0,2,0,1,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CD,0,0,1,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,329,1,0,0,5,0,0,0,16,0,0,0,0,0,0,0,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,25,0,0,0,0,0,0,3,0,0,1,1,0,1,11,25,0,0,71,0,10,0,0,0,0,629,0,0,0,0,30,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,10,0,0,797,0,648,0,71,1,0,69,0,0,0,0,0,115,0,0,0,0,0,0,100,148,0,0,0,0,0,42,1,0,56,0,0,0,0,50,0,2,0,1711,24,2,0,1,0,0,0,0,3,74,0,0,0,60,0,0,11,0,0,17,0,0,0,0,0,0,0,0,118,0,2,0,0,240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,4,1,0,0,70,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,1,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,6,676,0,31,0,0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,137,23,398,0,510,38,0,1,0,0,0,0,0,103,0,0,0,0,0,0,0,69,0,0,0,0,0,146,0,0,214,0,0,0,0,4,0,113,0,569,41,0,0,66,0,0,0,0,13,1,0,0,0,66,5,0,41,0,1,11,0,0,0,0,0,0,0,0,100,0,2,0,0,94,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263
